league_name,club,average_market_value,total_market_value,average_market_value_eur,total_market_value_eur,source_url
Primeira Liga,CD Tondela,€809k,€22.65m,809000.0,22650000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,CD Nacional,€599k,€18.58m,599000.0,18580000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,Avs Futebol,€559k,€16.20m,559000.0,16200000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primeira Liga,CF Estrela Amadora,€480k,€13.45m,480000.0,13450000.0,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1
Primera División,CA River Plate,€2.88m,€86.25m,2880000.0,86250000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Boca Juniors,€2.53m,€83.35m,2530000.0,83350000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Racing Club,€2.34m,€77.23m,2340000.0,77230000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Independiente,€2.11m,€56.95m,2110000.0,56950000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Vélez Sarsfield,€1.72m,€55.03m,1720000.0,55030000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Club Estudiantes de La Plata,€1.66m,€46.58m,1660000.0,46580000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Rosario Central,€1.46m,€39.40m,1460000.0,39400000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Talleres,€1.50m,€38.95m,1500000.0,38950000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,AA Argentinos Juniors,€1.17m,€37.58m,1170000.0,37580000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA San Lorenzo de Almagro,€1.25m,€35.08m,1250000.0,35080000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Lanús,€1.06m,€32.93m,1060000.0,32930000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Club Atlético Belgrano,€1.01m,€31.45m,1010000.0,31450000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CD Godoy Cruz Antonio Tomba,€927k,€30.60m,927000.0,30600000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Huracán,€993k,€29.80m,993000.0,29800000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Club Atlético Tigre,€880k,€28.15m,880000.0,28150000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Defensa y Justicia,€877k,€28.08m,877000.0,28080000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Club Atlético Platense,€946k,€27.43m,946000.0,27430000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Instituto ACC,€910k,€26.40m,910000.0,26400000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Unión (Santa Fe),€823k,€25.50m,823000.0,25500000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CS Independiente Rivadavia,€726k,€23.95m,726000.0,23950000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Barracas Central,€710k,€21.30m,710000.0,21300000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Newell's Old Boys,€584k,€18.70m,584000.0,18700000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Central Córdoba (SdE),€530k,€17.48m,530000.0,17480000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Banfield,€524k,€17.30m,524000.0,17300000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Club de Gimnasia y Esgrima La Plata,€511k,€16.88m,511000.0,16880000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Club Atlético Tucumán,€571k,€15.98m,571000.0,15980000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Sarmiento (Junin),€395k,€12.63m,395000.0,12630000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA Aldosivi,€340k,€10.89m,340000.0,10890000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,CA San Martín (San Juan),€316k,€10.13m,316000.0,10130000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Primera División,Club Deportivo Riestra,€246k,€7.86m,246000.0,7860000.0,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/ARG1
Saudi Pro League,Al-Hilal SFC,€7.98m,€215.45m,7980000.0,215450000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Ahli SFC,€6.20m,€173.50m,6200000.0,173500000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Ittihad Club,€4.88m,€146.28m,4880000.0,146280000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Nassr FC,€5.15m,€144.13m,5150000.0,144130000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Qadsiah FC,€4.97m,€129.23m,4970000.0,129229999.99999999,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,NEOM SC,€2.82m,€78.90m,2820000.0,78900000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Shabab FC,€1.92m,€49.88m,1920000.0,49880000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Taawoun FC,€1.32m,€35.58m,1320000.0,35580000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Ettifaq FC,€1.31m,€33.95m,1310000.0,33950000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Fateh SC,€721k,€20.20m,721000.0,20200000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Kholood Club,€745k,€17.88m,745000.0,17880000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Fayha FC,€606k,€16.96m,606000.0,16960000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Damac FC,€616k,€15.40m,616000.0,15400000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Khaleej FC,€558k,€13.95m,558000.0,13950000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Najma SC,€527k,€13.70m,527000.0,13700000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Riyadh SC,€453k,€13.13m,453000.0,13130000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Okhdood Club,€460k,€11.95m,460000.0,11950000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Saudi Pro League,Al-Hazem SC,€404k,€11.33m,404000.0,11330000.0,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1
Scottish Premiership,Celtic FC,€4.42m,€132.65m,4420000.0,132650000.0,https://www.transfermarkt.com/scottish-premiership/startseite/wettbewerb/SC1
Scottish Premiership,Rangers FC,€3.60m,€104.45m,3600000.0,104450000.0,https://www.transfermarkt.com/scottish-premiership/startseite/wettbewerb/SC1
Scottish Premiership,Aberdeen FC,€822k,€22.20m,822000.0,22200000.0,https://www.transfermarkt.com/scottish-premiership/startseite/wettbewerb/SC1
Scottish Premiership,Hibernian FC,€788k,€20.50m,788000.0,20500000.0,https://www.transfermarkt.com/scottish-premiership/startseite/wettbewerb/SC1
Scottish Premiership,Heart of Midlothian FC,€624k,€18.72m,624000.0,18720000.0,https://www.transfermarkt.com/scottish-premiership/startseite/wettbewerb/SC1
Scottish Premiership,Dundee United FC,€476k,€10.48m,476000.0,10480000.0,https://www.transfermarkt.com/scottish-premiership/startseite/wettbewerb/SC1
Scottish Premiership,Motherwell FC,€311k,€9.03m,311000.0,9030000.0,https://www.transfermarkt.com/scottish-premiership/startseite/wettbewerb/SC1
Scottish Premiership,Kilmarnock FC,€357k,€8.93m,357000.0,8930000.0,https://www.transfermarkt.com/scottish-premiership/startseite/wettbewerb/SC1
Scottish Premiership,Livingston FC,€302k,€7.85m,302000.0,7850000.0,https://www.transfermarkt.com/scottish-premiership/startseite/wettbewerb/SC1
Scottish Premiership,Dundee FC,€285k,€7.13m,285000.0,7130000.0,https://www.transfermarkt.com/scottish-premiership/startseite/wettbewerb/SC1
Scottish Premiership,St. Mirren FC,€300k,€6.90m,300000.0,6900000.0,https://www.transfermarkt.com/scottish-premiership/startseite/wettbewerb/SC1
Scottish Premiership,Falkirk FC,€144k,€3.90m,144000.0,3900000.0,https://www.transfermarkt.com/scottish-premiership/startseite/wettbewerb/SC1
Serie A,Inter Milan,€27.75m,€693.80m,27750000.0,693800000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,Juventus FC,€23.18m,€602.70m,23180000.0,602700000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,SSC Napoli,€18.63m,€503.10m,18630000.0,503100000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,AC Milan,€21.43m,€471.50m,21430000.0,471500000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,Atalanta BC,€17.66m,€459.10m,17660000.0,459100000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,AS Roma,€14.50m,€406.00m,14500000.0,406000000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,ACF Fiorentina,€9.51m,€285.35m,9510000.0,285350000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,Como 1907,€9.50m,€285.10m,9500000.0,285100000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,Bologna FC 1909,€9.74m,€272.80m,9740000.0,272800000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,SS Lazio,€9.51m,€266.35m,9510000.0,266350000.00000003,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,Torino FC,€5.09m,€152.75m,5090000.0,152750000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,Parma Calcio 1913,€5.09m,€152.68m,5090000.0,152680000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,Udinese Calcio,€5.25m,€152.35m,5250000.0,152350000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,US Sassuolo,€4.95m,€148.60m,4950000.0,148600000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,Genoa CFC,€4.89m,€141.95m,4890000.0,141950000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,Cagliari Calcio,€3.64m,€102.05m,3640000.0,102050000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,Pisa Sporting Club,€3.00m,€95.85m,3000000.0,95850000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,Hellas Verona,€3.04m,€91.20m,3040000.0,91200000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,US Cremonese,€2.57m,€77.15m,2570000.0,77150000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie A,US Lecce,€2.43m,€75.38m,2430000.0,75380000.0,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1
Serie B,AC Monza,€1.75m,€52.58m,1750000.0,52580000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,Venezia FC,€1.77m,€49.65m,1770000.0,49650000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,Spezia Calcio,€1.41m,€40.85m,1410000.0,40850000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,Palermo FC,€1.55m,€38.85m,1550000.0,38850000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,FC Empoli,€1.02m,€33.60m,1020000.0,33600000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,UC Sampdoria,€910k,€28.20m,910000.0,28200000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,Cesena FC,€909k,€24.55m,909000.0,24550000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,US Catanzaro,€742k,€24.50m,742000.0,24500000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,Modena FC,€905k,€24.43m,905000.0,24430000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,SS Juve Stabia,€802k,€22.45m,802000.0,22450000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,SSC Bari,€774k,€22.45m,774000.0,22450000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,Frosinone Calcio,€640k,€21.75m,640000.0,21750000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,Delfino Pescara 1936,€578k,€17.33m,578000.0,17330000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,Mantova 1911,€639k,€17.25m,639000.0,17250000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,Carrarese Calcio 1908,€569k,€17.08m,569000.0,17080000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,AC Reggiana 1919,€501k,€16.03m,501000.0,16030000.000000002,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,US Avellino 1912,€481k,€15.88m,481000.0,15880000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,FC Südtirol,€556k,€13.35m,556000.0,13350000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,Calcio Padova,€437k,€13.10m,437000.0,13100000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Serie B,Virtus Entella,€359k,€10.05m,359000.0,10050000.0,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2
Super League,FC Basel 1893,€2.41m,€79.50m,2410000.0,79500000.0,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1
Super League,BSC Young Boys,€2.79m,€72.60m,2790000.0,72600000.0,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1
Super League,FC Lugano,€1.73m,€51.98m,1730000.0,51980000.0,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1
Super League,FC St. Gallen 1879,€1.01m,€27.30m,1010000.0,27300000.0,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1
Super League,FC Zürich,€966k,€27.05m,966000.0,27050000.0,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1
Super League,FC Lausanne-Sport,€998k,€26.95m,998000.0,26950000.0,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1
Super League,FC Luzern,€837k,€25.95m,837000.0,25950000.0,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1
Super League,Servette FC,€872k,€23.55m,872000.0,23550000.0,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1
Super League,FC Sion,€694k,€18.75m,694000.0,18750000.0,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1
Super League,Grasshopper Club Zurich,€686k,€17.15m,686000.0,17150000.0,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1
Super League,FC Thun,€538k,€13.45m,538000.0,13450000.0,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1
Super League,FC Winterthur,€332k,€9.95m,332000.0,9950000.0,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1
Superliga,FC Midtjylland,€2.79m,€78.25m,2790000.0,78250000.0,https://www.transfermarkt.com/superligaen/startseite/wettbewerb/DK1
Superliga,FC Copenhagen,€2.79m,€75.35m,2790000.0,75350000.0,https://www.transfermarkt.com/superligaen/startseite/wettbewerb/DK1
Superliga,Bröndby IF,€1.78m,€42.70m,1780000.0,42700000.0,https://www.transfermarkt.com/superligaen/startseite/wettbewerb/DK1
Superliga,Aarhus GF,€911k,€21.88m,911000.0,21880000.0,https://www.transfermarkt.com/superligaen/startseite/wettbewerb/DK1
Superliga,FC Nordsjaelland,€799k,€20.78m,799000.0,20780000.0,https://www.transfermarkt.com/superligaen/startseite/wettbewerb/DK1
Superliga,Viborg FF,€786k,€18.88m,786000.0,18880000.0,https://www.transfermarkt.com/superligaen/startseite/wettbewerb/DK1
Superliga,Silkeborg IF,€641k,€17.95m,641000.0,17950000.0,https://www.transfermarkt.com/superligaen/startseite/wettbewerb/DK1
Superliga,Vejle Boldklub,€488k,€15.60m,488000.0,15600000.0,https://www.transfermarkt.com/superligaen/startseite/wettbewerb/DK1
Superliga,Randers FC,€588k,€14.70m,588000.0,14700000.0,https://www.transfermarkt.com/superligaen/startseite/wettbewerb/DK1
Superliga,Sönderjyske Fodbold,€513k,€12.83m,513000.0,12830000.0,https://www.transfermarkt.com/superligaen/startseite/wettbewerb/DK1
Superliga,Odense Boldklub,€469k,€12.20m,469000.0,12200000.0,https://www.transfermarkt.com/superligaen/startseite/wettbewerb/DK1
Superliga,FC Fredericia,€320k,€8.65m,320000.0,8650000.0,https://www.transfermarkt.com/superligaen/startseite/wettbewerb/DK1
Turkish Süper Lig,Galatasaray,€11.30m,€305.20m,11300000.0,305200000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Fenerbahce,€9.73m,€291.80m,9730000.0,291800000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Besiktas JK,€5.99m,€167.80m,5990000.0,167800000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Trabzonspor,€3.56m,€103.10m,3560000.0,103100000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Basaksehir FK,€2.58m,€74.70m,2580000.0,74700000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Samsunspor,€1.72m,€49.90m,1720000.0,49900000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Caykur Rizespor,€1.78m,€44.40m,1780000.0,44400000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Göztepe,€1.35m,€32.50m,1350000.0,32500000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Antalyaspor,€911k,€30.05m,911000.0,30050000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Gaziantep FK,€1.03m,€29.75m,1030000.0,29750000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Eyüpspor,€1.02m,€29.60m,1020000.0,29600000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Kocaelispor,€1.06m,€28.55m,1060000.0,28550000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Alanyaspor,€979k,€28.40m,979000.0,28400000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Konyaspor,€1.02m,€27.60m,1020000.0,27600000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Genclerbirligi Ankara,€762k,€25.90m,762000.0,25900000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Kayserispor,€768k,€23.05m,768000.0,23050000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Fatih Karagümrük,€703k,€20.40m,703000.0,20400000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
Turkish Süper Lig,Kasimpasa,€651k,€18.88m,651000.0,18880000.0,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1
UAE Pro League,Al-Jazira Club,€1.72m,€49.79m,1720000.0,49790000.0,https://www.transfermarkt.com/uae-pro-league/startseite/wettbewerb/UAE1
UAE Pro League,Shabab Al-Ahli Club,€1.36m,€47.75m,1360000.0,47750000.0,https://www.transfermarkt.com/uae-pro-league/startseite/wettbewerb/UAE1
UAE Pro League,Al-Wasl FC,€1.67m,€46.83m,1670000.0,46830000.0,https://www.transfermarkt.com/uae-pro-league/startseite/wettbewerb/UAE1
UAE Pro League,Sharjah FC,€1.19m,€42.98m,1190000.0,42980000.0,https://www.transfermarkt.com/uae-pro-league/startseite/wettbewerb/UAE1
UAE Pro League,Al-Wahda FC,€1.17m,€35.18m,1170000.0,35180000.0,https://www.transfermarkt.com/uae-pro-league/startseite/wettbewerb/UAE1
UAE Pro League,Al-Nasr SC (UAE),€1.11m,€34.43m,1110000.0,34430000.0,https://www.transfermarkt.com/uae-pro-league/startseite/wettbewerb/UAE1
UAE Pro League,Al-Ain FC,€1.21m,€33.86m,1210000.0,33860000.0,https://www.transfermarkt.com/uae-pro-league/startseite/wettbewerb/UAE1
UAE Pro League,Al-Bataeh CSC,€525k,€17.33m,525000.0,17330000.0,https://www.transfermarkt.com/uae-pro-league/startseite/wettbewerb/UAE1
UAE Pro League,Khor Fakkan SSC,€471k,€16.50m,471000.0,16500000.0,https://www.transfermarkt.com/uae-pro-league/startseite/wettbewerb/UAE1
UAE Pro League,FC Baniyas,€451k,€16.24m,451000.0,16239999.999999998,https://www.transfermarkt.com/uae-pro-league/startseite/wettbewerb/UAE1
UAE Pro League,Kalba FC,€549k,€15.38m,549000.0,15380000.0,https://www.transfermarkt.com/uae-pro-league/startseite/wettbewerb/UAE1
UAE Pro League,Ajman Club,€455k,€13.19m,455000.0,13190000.0,https://www.transfermarkt.com/uae-pro-league/startseite/wettbewerb/UAE1
UAE Pro League,Dibba SCC,€178k,€8.17m,178000.0,8170000.0,https://www.transfermarkt.com/uae-pro-league/startseite/wettbewerb/UAE1
UAE Pro League,Al-Dhafra FC,€101k,€4.86m,101000.0,4860000.0,https://www.transfermarkt.com/uae-pro-league/startseite/wettbewerb/UAE1
Veikkausliiga,HJK Helsinki,€285k,€7.70m,285000.0,7700000.0,https://www.transfermarkt.com/veikkausliiga/startseite/wettbewerb/FI1
Veikkausliiga,Kuopion Palloseura,€228k,€6.85m,228000.0,6850000.0,https://www.transfermarkt.com/veikkausliiga/startseite/wettbewerb/FI1
Veikkausliiga,Ilves Tampere,€211k,€5.48m,211000.0,5480000.0,https://www.transfermarkt.com/veikkausliiga/startseite/wettbewerb/FI1
Veikkausliiga,FC Inter Turku,€175k,€4.38m,175000.0,4380000.0,https://www.transfermarkt.com/veikkausliiga/startseite/wettbewerb/FI1
Veikkausliiga,SJK Seinäjoki,€167k,€4.35m,167000.0,4350000.0,https://www.transfermarkt.com/veikkausliiga/startseite/wettbewerb/FI1
Veikkausliiga,AC Oulu,€122k,€3.78m,122000.0,3780000.0,https://www.transfermarkt.com/veikkausliiga/startseite/wettbewerb/FI1
Veikkausliiga,Vaasan Palloseura,€117k,€3.40m,117000.0,3400000.0,https://www.transfermarkt.com/veikkausliiga/startseite/wettbewerb/FI1
Veikkausliiga,IF Gnistan,€110k,€2.85m,110000.0,2850000.0,https://www.transfermarkt.com/veikkausliiga/startseite/wettbewerb/FI1
Veikkausliiga,FC Haka,€109k,€2.63m,109000.0,2630000.0,https://www.transfermarkt.com/veikkausliiga/startseite/wettbewerb/FI1
Veikkausliiga,IFK Mariehamn,€102k,€2.55m,102000.0,2550000.0,https://www.transfermarkt.com/veikkausliiga/startseite/wettbewerb/FI1
Veikkausliiga,FF Jaro,€82k,€2.13m,82000.0,2130000.0,https://www.transfermarkt.com/veikkausliiga/startseite/wettbewerb/FI1
Veikkausliiga,FC KTP,€70k,€1.90m,70000.0,1900000.0,https://www.transfermarkt.com/veikkausliiga/startseite/wettbewerb/FI1
